Tracking Nos.,Client Nos.,Comments
9589071052701128331486,25106.02,2nd TFTR Ext
70211970000045303103,05846.02,LA Tax Voucher Payment
9114901230803154974593,22358.02,Source Docs
70211970000045303059,00281.02,Form 2848
9114901230803154974852,34514.02,Form 1040 and Source Docs
70211970000045302830,,Copies of 105CLetter and 2848; no Receipt
9114901230803154974937,50598.02,Copy of Letter 3174-A to client
9589071052701128331769,02921.02,Response to Notice CP162A
9589071052701128331745,35217.02,Response to Notice CP282
9589071052701128331752,35217.02,Response to Notice CP162A
958907105270112831639,06602.02,Butler Co. Occupational
9114901230801247550051,91280.02,Source Docs
9114901230801247550150,19683.02,Source Docs
70211970000045303363,28037.02,2023 Form 1041 QFT
70212720000008510276,66512.02,2023 Form 709
9114901230801247550303,18549.230,Susan Sistrunk 2023 Return
9114901230801247550358,31862.02,Source Docs
9589071052701129248691,36025.02,2023 Form 1040V
9589071052701129248684,73876.02,2023 Form 1120H
9589071052701128332360,66512.02,Form 3520 Family Trust
9589071052701128332353,66512.02,Form 3520 Highland Trust
9589071052701128332346,99313.02,2023 Form 1040V
70212720000008510283,37455.02,2023 Form 1040
9589017052701129248738,99313.02,2024 Voucher 3
9114901230801247551041,04457.02,Source Docs (most picked up)
9589071052701129248806,87742.02,2023 Form 1040V
9589071052701129248783,00018.02,2024 Form 1040V
9114901230801247551089,02790.02,Source Docs
9114901230801247551096,23325.02,Source Docs
9114901230801247551119,45781.02,Source Docs
9114901230801247551140,91269.02,Source Docs
9114901230801247551164,79035.02,Source Docs
9114901230801247551188,25057.02,Source Docs
9589071052701129248875,18549.5288,Form 7004
9589071052701129248851,50524.02,Medicare Adjustment
9589071052701129248844,76088.02,2023 Form 1040V
9589071052701129248837,76088.02,Form OR40P
9589071052701129248820,58569.02,2023 Form 1040V
9589071052701129248813,58569.02,Form 1040ES Qtr 3
9114901230801247551218,89722.02,Source Docs
9114901230801247551201,70600.02,Source Docs
9589071052701129248912,16931.201,Form 20C 2023
9589071052701129248936,16932.02,MN 2023 M4
9589071052701129248905,16931.02,OK Form EF 2023
9589071052701129248882,16932.02,2023 AZ 120
9589071052701129248769,49122.02,2023 Form 1040V
9589071052701129248950,01031.02,Form 8854
9114901230801247551249,50881.02,Source Docs
9114901230801247551256,22955.02,Source Docs
9114901230801247551263,31487.02,Source Docs
9114901230801247551287,76997.02,Return and Source Docs
9589071052701129249070,17355.02,2023 Form 1040V
70211970000045303417,91306.200,2023 Form 1040
70212720000008510290,40622.02,2023 Form 1040V
9589071052701129249063,52955.200,2023 Form 1040V
9589071052701129249056,52955.02,2023 Form 1040
9589071052701129249049,52955.02,LA Return IT-540B
9589071052701129249452,21985.02,Form 1120POL
9589071052701129249445,21980.02,Form 3520
70211970000045303400,52385.02,2023 Form 709
9589071052701129249438,46610.02,AZ Form 140NR
9589071052701129249032,26540.02,TFTR Form 05-102
9589071052701129249025,60392.02,2023 Form 2023
9589071052701129249018,05842.02,1040ES Oct Payment
9589071052701129249001,05842.02,LA ES Oct Payment
9589071052701129248981,05844.02,Form 1040ES Oct Payment
9589071052701129248998,05844.02,LA ES Oct Payment
9589071052701128330267,79580.02,2023 Form 1040V
9589071052701128332148,18549.8064,2023 Form 1040V
9589071052701128332292,05844.02,2023 Form 1040V
9589071052701128332315,05842.02,LA Form 2023 E
9589071052701128332308,05842.02,2023 Form 1040V
